1321629764498	0	B	Logging Begins
1321629764498	0	EXP_START
1321629764851	1	INSTRUCT
1321629815627	1	ITEM	NEO_001	5	19935
1321629835641	1	ITEM	NEO_002	5	10490
1321629846211	1	ITEM	NEO_003	3	5905
1321629852187	1	ITEM	NEO_004	2	7465
1321629859729	1	ITEM	NEO_005	5	6695
1321629866491	1	ITEM	NEO_006	1	5834
1321629872388	1	ITEM	NEO_007	1	5604
1321629878053	1	ITEM	NEO_008	1	6388
1321629884516	1	ITEM	NEO_009	5	7858
1321629892447	1	ITEM	NEO_010	5	7882
1321629900392	1	ITEM	NEO_011	5	3383
1321629903841	1	ITEM	NEO_012	5	3593
1321629907508	1	ITEM	NEO_013	5	5752
1321629913326	1	REPEAT_WRN
1321629919202	1	ITEM	NEO_014	4	5026
1321629924301	1	ITEM	NEO_015	5	4049
1321629928418	1	ITEM	NEO_016	1	6558
1321629935044	1	ITEM	NEO_017	3	4284
1321629939391	1	ITEM	NEO_018	1	7061
1321629946532	1	ITEM	NEO_019	5	6803
1321629953396	1	ITEM	NEO_020	1	5889
1321629959349	1	ITEM	NEO_021	5	5992
1321629965413	1	ITEM	NEO_022	5	4907
1321629970396	1	ITEM	NEO_023	3	5556
1321629976029	1	ITEM	NEO_024	3	7030
1321629983129	1	ITEM	NEO_025	5	5907
1321629989121	1	ITEM	NEO_026	1	8196
1321629997382	1	ITEM	NEO_027	1	5042
1321630002523	1	ITEM	NEO_028	5	10612
1321630013210	1	ITEM	NEO_029	5	5950
1321630019223	1	ITEM	NEO_030	4	3848
1321630023130	1	ITEM	NEO_031	1	3122
1321630026319	1	ITEM	NEO_032	1	10652
1321630037057	1	ITEM	NEO_033	3	7287
1321630044412	1	ITEM	NEO_034	3	5277
1321630049777	1	ITEM	NEO_035	5	6044
1321630055888	1	ITEM	NEO_036	5	5287
1321630061255	1	ITEM	NEO_037	5	3742
1321630065069	1	ITEM	NEO_038	4	5083
1321630070233	1	ITEM	NEO_039	5	5601
1321630075896	1	ITEM	NEO_040	5	3367
1321630079328	1	ITEM	NEO_041	1	3862
1321630083299	1	ITEM	NEO_042	1	5692
1321630089110	1	ITEM	NEO_043	1	4095
1321630093334	1	ITEM	NEO_044	1	3260
1321630096707	1	ITEM	NEO_045	1	6121
1321630102937	1	REPEAT_WRN
1321630106905	1	ITEM	NEO_046	1	5209
1321630112269	1	REPEAT_WRN
1321630115767	1	ITEM	NEO_047	5	4017
1321630119937	1	ITEM	NEO_048	5	3819
1321630123920	1	ITEM	NEO_049	5	3432
1321630127577	1	ITEM	NEO_050	5	4268
1321630131994	1	ITEM	NEO_051	4	6540
