1330085667393	0	B	Logging Begins
1330085667393	0	EXP_START
1330085667616	1	INSTRUCT
1330085709927	1	ITEM	NEO_001	3	12482
1330085722467	1	ITEM	NEO_002	2	10206
1330085732706	1	ITEM	NEO_003	4	3808
1330085736554	1	ITEM	NEO_004	1	2423
1330085739021	1	ITEM	NEO_005	4	3582
1330085742639	1	ITEM	NEO_006	3	7100
1330085749771	1	ITEM	NEO_007	4	3417
1330085753220	1	ITEM	NEO_008	2	3409
1330085756663	1	ITEM	NEO_009	2	4838
1330085761559	1	ITEM	NEO_010	2	7286
1330085768877	1	ITEM	NEO_011	3	3401
1330085772312	1	ITEM	NEO_012	3	3768
1330085776121	1	ITEM	NEO_013	4	3407
1330085779561	1	ITEM	NEO_014	2	3126
1330085782727	1	ITEM	NEO_015	4	2665
1330085785433	1	ITEM	NEO_016	3	3568
1330085789037	1	ITEM	NEO_017	2	2477
1330085791546	1	ITEM	NEO_018	3	3552
1330085795153	1	ITEM	NEO_019	4	2929
1330085798112	1	ITEM	NEO_020	1	3593
1330085801738	1	ITEM	NEO_021	3	7890
1330085809660	1	ITEM	NEO_022	2	3712
1330085813411	1	ITEM	NEO_023	2	2073
1330085815527	1	ITEM	NEO_024	2	5349
1330085820921	1	ITEM	NEO_025	4	6756
1330085827719	1	ITEM	NEO_026	2	4031
1330085831789	1	ITEM	NEO_027	1	2594
1330085834435	1	ITEM	NEO_028	4	2965
1330085837444	1	ITEM	NEO_029	4	21071
1330085858551	1	ITEM	NEO_030	4	2419
1330085860997	1	ITEM	NEO_031	3	2655
1330085863683	1	ITEM	NEO_032	2	2128
1330085865862	1	ITEM	NEO_033	2	4006
1330085869910	1	ITEM	NEO_034	3	3144
1330085873096	1	ITEM	NEO_035	2	3381
1330085876512	1	ITEM	NEO_036	4	2045
1330085878590	1	ITEM	NEO_037	2	1575
1330085880202	1	ITEM	NEO_038	4	2994
1330085883239	1	ITEM	NEO_039	2	5813
1330085889085	1	ITEM	NEO_040	4	2566
1330085891683	1	ITEM	NEO_041	4	1568
1330085893285	1	ITEM	NEO_042	4	2629
1330085895961	1	ITEM	NEO_043	2	4393
1330085900388	1	ITEM	NEO_044	4	2453
1330085902882	1	ITEM	NEO_045	2	3863
1330085906779	1	ITEM	NEO_046	2	2751
1330085909563	1	ITEM	NEO_047	3	6974
